"sex","agegr","edu","socprof","marital","depress","trust","trustfam","trustneigh","income"
"FEMALE","25-34","SECONDARY","UNEMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",950
"FEMALE","16-24","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",1300
"FEMALE","25-34","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",120
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1100
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1800
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",500
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",3000
"MALE","60-64","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",2650
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",1300
"FEMALE","60-64","SECONDARY","RETIRED","DE FACTO SEPARATED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1900
"FEMALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","NO","NO",NA
"FEMALE","60-64","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",500
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"MALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","SINGLE",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","65+","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO",1700
"FEMALE","25-34","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",1480
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,NA,"YES","NO OPINION",1300
"FEMALE","65+","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",560
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1150
"FEMALE","25-34","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",1100
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","45-59","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2200
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",NA
"MALE","65+","SECONDARY","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","NO","NO OPINION",2010
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",4,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",NA
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",4400
"FEMALE","65+","SECONDARY","LONG-TERM SICK/DISABLED","WIDOWED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","SINGLE",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1800
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","DIVORCED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","NO","NO",NA
"MALE","65+","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",1450
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2100
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","25-34","POST-SECONDARY OR HIGHER","UNEMPLOYED","SINGLE",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1100
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1250
"FEMALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","DIVORCED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",400
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",21,"IT`S DIFFICULT TO TELL","YES","NO OPINION",902
"MALE","45-59","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"MOST PEOPLE CAN BE TRUSTED","NO","NO",NA
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","DIVORCED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",3000
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"FEMALE","16-24","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",2,"IT`S DIFFICULT TO TELL","YES","NO",NA
"FEMALE","45-59","SECONDARY","RETIRED","MARRIED",12,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1500
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",6,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",1180
"FEMALE","45-59","PRIMARY/NO EDUCATION","FARMER","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1150
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",900
"FEMALE","25-34","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",1370
"FEMALE","25-34","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","SINGLE",5,"ONE CAN`T BE TOO CAREFUL",NA,"YES",NA
"MALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","35-44","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",NA
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1300
"FEMALE","25-34","SECONDARY","PUPIL OR STUDENT","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1300
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",6000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"FEMALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",7,"IT`S DIFFICULT TO TELL","YES","YES",1500
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"FEMALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",18,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1200
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","DIVORCED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1276
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","YES",NA
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",826
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",5,"IT`S DIFFICULT TO TELL","YES","NO",1400
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",4500
"FEMALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",800
"FEMALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA
"FEMALE","25-34","SECONDARY","EMPLOYED IN PUBLIC SECTOR","DIVORCED",0,"MOST PEOPLE CAN BE TRUSTED","NO","NO",1500
"MALE","45-59","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","YES",NA
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1660
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",380
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",2200
"MALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",NA,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","60-64","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1130
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","WIDOWED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","25-34","POST-SECONDARY OR HIGHER","UNEMPLOYED","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","NO",1820
"FEMALE","35-44","SECONDARY","PUPIL OR STUDENT","DIVORCED",NA,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","25-34","VOCATIONAL/GRAMMAR","FARMER","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",600
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",0,NA,"YES","YES",1400
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",890
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","16-24","SECONDARY","OTHER ECONOMICALLY INACTIVE","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1500
"FEMALE","25-34","SECONDARY","UNEMPLOYED","DIVORCED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1637
"MALE","25-34","SECONDARY","FARMER","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",3500
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",15,"IT`S DIFFICULT TO TELL","NO","NO OPINION",1000
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",1300
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",9,"IT`S DIFFICULT TO TELL","YES","YES",1500
"MALE","35-44","SECONDARY","LONG-TERM SICK/DISABLED","SINGLE",9,"MOST PEOPLE CAN BE TRUSTED","YES","NO",2000
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"FEMALE","45-59","SECONDARY","FARMER","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","35-44","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",730
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",360
"FEMALE","60-64","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",930
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","60-64","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","WIDOWED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",400
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","65+","SECONDARY","RETIRED","WIDOWED",12,"MOST PEOPLE CAN BE TRUSTED","YES","NO",1700
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","DIVORCED",7,"IT`S DIFFICULT TO TELL","YES","YES",1500
"FEMALE","65+","SECONDARY","LONG-TERM SICK/DISABLED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1180
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",600
"MALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1900
"FEMALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1400
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",950
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",750
"MALE","45-59","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","60-64","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"MALE","16-24","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA
"FEMALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES",NA,NA
"FEMALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",980
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",1140
"FEMALE","60-64","SECONDARY","RETIRED","SINGLE",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",1150
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2500
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",1600
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"FEMALE","25-34","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","NO","NO",2700
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",7700
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",1500
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","DIVORCED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",950
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",10000
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","35-44","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",2619
"MALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","YES",2500
"MALE","35-44","SECONDARY","UNEMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","DIVORCED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",1050
"FEMALE","45-59","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"MALE","60-64","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",2100
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1300
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",1600
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
